          0,           0
	 10,   4.8381057
11.01010101, 5.309790224
12.02020202, 5.781444181
13.03030303, 6.253037002
14.04040404,  6.72453812
15.05050505, 7.195916967
16.06060606, 7.667150484
17.07070707, 8.138241462
18.08080808, 8.609198255
19.09090909, 9.080029216
 20.1010101,   9.5507427
21.11111111, 10.02134783
22.12121212, 10.49185598
23.13131313, 10.96227898
24.14141414, 11.43262864
25.15151515, 11.90291672
26.16161616, 12.37313684
27.17171717, 12.84323594
28.18181818, 13.31315356
29.19191919, 13.78282926
 30.2020202, 14.25220272
31.21212121,  14.7212447
32.22222222, 15.18999532
33.23232323, 15.65850402
34.24242424, 16.12682031
35.25252525, 16.59499334
36.26262626, 17.06303632
37.27272727, 17.53089254
38.28282828, 17.99849728
39.29292929, 18.46578582
 40.3030303, 18.93269377
41.31313131, 19.39918272
42.32323232, 19.86525832
43.33333333, 20.33093051
44.34343434, 20.79620918
45.35353535, 21.26110358
46.36363636, 21.72558595
47.37373737, 22.18957373
48.38383838, 22.65297993
49.39393939, 23.11571754
 50.4040404, 23.57770039
51.41414141, 24.03887417
52.42424242, 24.49922597
53.43434343, 24.95874566
54.44444444,  25.4174231
55.45454545, 25.87522826
56.46464646, 26.33154575
57.47474747,  26.7850931
58.48484848,  27.2345516
59.49494949,  27.6786025
60.50505051, 28.11592527
61.51515152, 28.54515768
62.52525253, 28.96489584
63.53535354, 29.37373405
64.54545455,  29.7702666
65.55555556, 30.15310646
66.56565657, 30.52120955
67.57575758, 30.87383285
68.58585859, 31.21024353
 69.5959596, 31.52970877
70.60606061, 31.83155581
71.61616162, 32.11601021
72.62626263, 32.38398911
73.63636364, 32.63642744
74.64646465, 32.87426012
75.65656566, 33.09843152
76.66666667, 33.31000256
77.67676768, 33.51011278
78.68686869, 33.69990319
 79.6969697,  33.8805148
80.70707071, 34.05306116
81.71717172, 34.21837218
82.72727273, 34.37711048
83.73737374, 34.52993649
84.74747475, 34.67751066
85.75757576, 34.82045497
86.76767677, 34.95905659
87.77777778, 35.09343031
88.78787879, 35.22368951
 89.7979798, 35.34994755
90.80808081, 35.47232532
91.81818182, 35.59099919
92.82828283, 35.70617041
93.83838384, 35.81804036
94.84848485, 35.92681041
95.85858586, 36.03267776
96.86868687, 36.13581324
97.87878788, 36.23637744
98.88888889, 36.33453092
 99.8989899, 36.43043424
100.9090909, 36.52421516
101.9191919,  36.6158239
102.9292929, 36.70515097
103.9393939,  36.7920868
104.9494949, 36.87652186
 105.959596, 36.95843775
 106.969697, 37.03823987
 107.979798, 37.11645666
 108.989899, 37.19361655
        110,   37.270248
